timestamp,region,price_mwh,price,charge_power_kw,discharge_power_kw,charge_energy_kwh,discharge_energy_kwh,battery_charge_kwh,battery_discharge_kwh,soc_start_kwh,soc_kwh,soc_percent,charge_cost,discharge_revenue,interval_revenue,cumulative_revenue,cumulative_charge_energy_kwh,cumulative_discharge_energy_kwh,operating_state,equivalent_full_cycles,day
2026-08-01 00:05:00,VIC1,92.76094,0.09276094,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,14.55,14.123970926338428,48.53598256473686,0.0,0.037490879916666664,0.037490879916666664,0.037490879916666664,0.0,0.4041666666666666,discharge,0.014788054901647862,2026-08-01
2026-08-01 00:10:00,VIC1,99.18793,0.09918793,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,14.123970926338428,13.697941852676854,47.07196512947372,0.0,0.04008845504166666,0.04008845504166666,0.07757933495833333,0.0,0.8083333333333332,discharge,0.029576109803295725,2026-08-01
2026-08-01 00:15:00,VIC1,122.3666,0.1223666,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,13.697941852676854,13.271912779015281,45.60794769421059,0.0,0.049456500833333326,0.049456500833333326,0.12703583579166666,0.0,1.2125,discharge,0.04436416470494359,2026-08-01
2026-08-01 00:20:00,VIC1,99.18793,0.09918793,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,13.271912779015281,12.845883705353707,44.14393025894744,0.0,0.04008845504166666,0.04008845504166666,0.16712429083333333,0.0,1.6166666666666665,discharge,0.05915221960659145,2026-08-01
2026-08-01 00:25:00,VIC1,91.50097,0.09150097,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,12.845883705353707,12.419854631692134,42.679912823684305,0.0,0.036981642041666665,0.036981642041666665,0.204105932875,0.0,2.020833333333333,discharge,0.07394027450823931,2026-08-01
2026-08-01 00:30:00,VIC1,90.56,0.09056,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,12.419854631692134,11.99382555803056,41.21589538842117,0.0,0.03660133333333333,0.03660133333333333,0.24070726620833333,0.0,2.425,discharge,0.08872832940988719,2026-08-01
2026-08-01 00:35:00,VIC1,90.56,0.09056,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,11.99382555803056,11.567796484368987,39.75187795315803,0.0,0.03660133333333333,0.03660133333333333,0.27730859954166664,0.0,2.8291666666666666,discharge,0.10351638431153506,2026-08-01
2026-08-01 00:40:00,VIC1,90.99279,0.09099279,0.0,4.85,0.0,0.4041666666666666,0.0,0.4260290736615733,11.567796484368987,11.141767410707414,38.28786051789489,0.0,0.036776252625,0.036776252625,0.31408485216666665,0.0,3.2333333333333334,discharge,0.11830443921318293,2026-08-01
2026-08-01 00:45:00,VIC1,81.69672,0.08169672,0.0,0.0,0.0,0.0,0.0,0.0,11.141767410707414,11.141767410707414,38.28786051789489,0.0,0.0,0.0,0.31408485216666665,0.0,3.2333333333333334,idle,0.11830443921318293,2026-08-01
2026-08-01 00:50:00,VIC1,82.24103,0.08224102999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.141767410707414,11.141767410707414,38.28786051789489,0.0,0.0,0.0,0.31408485216666665,0.0,3.2333333333333334,idle,0.11830443921318293,2026-08-01
2026-08-01 00:55:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,11.141767410707414,11.141767410707414,38.28786051789489,0.0,0.0,0.0,0.31408485216666665,0.0,3.2333333333333334,idle,0.11830443921318293,2026-08-01
2026-08-01 01:00:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,11.141767410707414,11.141767410707414,38.28786051789489,0.0,0.0,0.0,0.31408485216666665,0.0,3.2333333333333334,idle,0.11830443921318293,2026-08-01
2026-08-01 01:05:00,VIC1,75.4,0.07540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11.141767410707414,11.141767410707414,38.28786051789489,0.0,0.0,0.0,0.31408485216666665,0.0,3.2333333333333334,idle,0.11830443921318293,2026-08-01
2026-08-01 01:10:00,VIC1,75.4,0.07540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11.141767410707414,11.141767410707414,38.28786051789489,0.0,0.0,0.0,0.31408485216666665,0.0,3.2333333333333334,idle,0.11830443921318293,2026-08-01
