timestamp,region,price_mwh,price,charge_power_kw,discharge_power_kw,charge_energy_kwh,discharge_energy_kwh,battery_charge_kwh,battery_discharge_kwh,soc_start_kwh,soc_kwh,soc_percent,charge_cost,discharge_revenue,interval_revenue,cumulative_revenue,cumulative_charge_energy_kwh,cumulative_discharge_energy_kwh,operating_state,equivalent_full_cycles,day
2026-08-01 00:05:00,VIC1,92.76094,0.09276094,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,59.5,52.96813981082998,44.511041857840326,0.0,0.5748086248666666,0.5748086248666666,0.5748086248666666,0.0,6.196666666666666,discharge,0.055444021637976564,2026-08-01
2026-08-01 00:10:00,VIC1,99.18793,0.09918793,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,52.96813981082998,46.43627962165996,39.02208371568064,0.0,0.6146345395666666,0.6146345395666666,1.1894431644333332,0.0,12.393333333333333,discharge,0.11088804327595313,2026-08-01
2026-08-01 00:15:00,VIC1,122.3666,0.1223666,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,46.43627962165996,39.904419432489945,33.53312557352096,0.0,0.7582650313333333,0.7582650313333333,1.9477081957666664,0.0,18.59,discharge,0.1663320649139297,2026-08-01
2026-08-01 00:20:00,VIC1,99.18793,0.09918793,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,39.904419432489945,33.37255924331993,28.044167431361284,0.0,0.6146345395666666,0.6146345395666666,2.562342735333333,0.0,24.786666666666665,discharge,0.22177608655190625,2026-08-01
2026-08-01 00:25:00,VIC1,91.50097,0.09150097,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,33.37255924331993,26.840699054149905,22.5552092892016,0.0,0.5670010107666666,0.5670010107666666,3.1293437460999995,0.0,30.98333333333333,discharge,0.27722010818988285,2026-08-01
2026-08-01 00:30:00,VIC1,90.56,0.09056,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,26.840699054149905,20.308838864979883,17.066251147041918,0.0,0.5611701333333333,0.5611701333333333,3.690513879433333,0.0,37.18,discharge,0.3326641298278594,2026-08-01
2026-08-01 00:35:00,VIC1,90.56,0.09056,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,20.308838864979883,13.776978675809865,11.57729300488224,0.0,0.5611701333333333,0.5611701333333333,4.251684012766666,0.0,43.376666666666665,discharge,0.38810815146583594,2026-08-01
2026-08-01 00:40:00,VIC1,90.99279,0.09099279,0.0,74.36,0.0,6.196666666666666,0.0,6.531860189170019,13.776978675809865,7.245118486639846,6.08833486272256,0.0,0.5638519887,0.5638519887,4.815536001466666,0.0,49.57333333333333,discharge,0.4435521731038125,2026-08-01
2026-08-01 00:45:00,VIC1,81.69672,0.08169672,0.0,0.0,0.0,0.0,0.0,0.0,7.245118486639846,7.245118486639846,6.08833486272256,0.0,0.0,0.0,4.815536001466666,0.0,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 00:50:00,VIC1,82.24103,0.08224102999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.245118486639846,7.245118486639846,6.08833486272256,0.0,0.0,0.0,4.815536001466666,0.0,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 00:55:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,7.245118486639846,7.245118486639846,6.08833486272256,0.0,0.0,0.0,4.815536001466666,0.0,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 01:00:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,7.245118486639846,7.245118486639846,6.08833486272256,0.0,0.0,0.0,4.815536001466666,0.0,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 01:05:00,VIC1,75.4,0.07540000000000001,59.488,0.0,4.957333333333333,0.0,4.702939336202413,0.0,7.245118486639846,11.948057822842259,10.040384725077528,0.37378293333333334,0.0,-0.37378293333333334,4.441753068133332,4.957333333333333,49.57333333333333,charge,0.4435521731038125,2026-08-01
2026-08-01 01:10:00,VIC1,75.4,0.07540000000000001,59.488,0.0,4.957333333333333,0.0,4.702939336202413,0.0,11.948057822842259,16.65099715904467,13.992434587432498,0.37378293333333334,0.0,-0.37378293333333334,4.067970134799999,9.914666666666665,49.57333333333333,charge,0.4435521731038125,2026-08-01
2026-08-01 01:15:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,16.65099715904467,16.65099715904467,13.992434587432498,0.0,0.0,0.0,4.067970134799999,9.914666666666665,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 01:20:00,VIC1,81.68,0.08168,0.0,0.0,0.0,0.0,0.0,0.0,16.65099715904467,16.65099715904467,13.992434587432498,0.0,0.0,0.0,4.067970134799999,9.914666666666665,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 01:25:00,VIC1,79.70699,0.07970699,59.488,0.0,4.957333333333333,0.0,4.702939336202413,0.0,16.65099715904467,21.353936495247083,17.944484449787463,0.3951341184266666,0.0,-0.3951341184266666,3.672836016373332,14.871999999999998,49.57333333333333,charge,0.4435521731038125,2026-08-01
2026-08-01 01:30:00,VIC1,75.4,0.07540000000000001,59.488,0.0,4.957333333333333,0.0,4.702939336202413,0.0,21.353936495247083,26.056875831449496,21.896534312142432,0.37378293333333334,0.0,-0.37378293333333334,3.2990530830399987,19.82933333333333,49.57333333333333,charge,0.4435521731038125,2026-08-01
2026-08-01 01:35:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,26.056875831449496,26.056875831449496,21.896534312142432,0.0,0.0,0.0,3.2990530830399987,19.82933333333333,49.57333333333333,idle,0.4435521731038125,2026-08-01
2026-08-01 01:40:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,26.056875831449496,26.056875831449496,21.896534312142432,0.0,0.0,0.0,3.2990530830399987,19.82933333333333,49.57333333333333,idle,0.4435521731038125,2026-08-01
