timestamp,region,price_mwh,price,charge_power_kw,discharge_power_kw,charge_energy_kwh,discharge_energy_kwh,battery_charge_kwh,battery_discharge_kwh,soc_start_kwh,soc_kwh,soc_percent,charge_cost,discharge_revenue,interval_revenue,cumulative_revenue,cumulative_charge_energy_kwh,cumulative_discharge_energy_kwh,operating_state,equivalent_full_cycles,day
2026-08-01 00:05:00,VIC1,92.76094,0.09276094,0.0,0.0,0.0,0.0,0.0,0.0,59.5,59.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,idle,0.0,2026-08-01
2026-08-01 00:10:00,VIC1,99.18793,0.09918793,0.0,70.5440900430362,0.0,5.878674170253017,0.0,6.196666666666667,59.5,53.303333333333335,44.792717086834735,0.0,0.5830935220918643,0.5830935220918643,0.5830935220918643,0.0,5.878674170253017,discharge,0.05259881730469966,2026-08-01
2026-08-01 00:15:00,VIC1,122.3666,0.1223666,0.0,70.5440900430362,0.0,5.878674170253017,0.0,6.196666666666667,53.303333333333335,47.10666666666667,39.58543417366947,0.0,0.7193533707216829,0.7193533707216829,1.3024468928135473,0.0,11.757348340506034,discharge,0.10519763460939932,2026-08-01
2026-08-01 00:20:00,VIC1,99.18793,0.09918793,0.0,70.5440900430362,0.0,5.878674170253017,0.0,6.196666666666667,47.10666666666667,40.910000000000004,34.378151260504204,0.0,0.5830935220918643,0.5830935220918643,1.8855404149054116,0.0,17.63602251075905,discharge,0.157796451914099,2026-08-01
2026-08-01 00:25:00,VIC1,91.50097,0.09150097,0.0,0.0,0.0,0.0,0.0,0.0,40.910000000000004,40.910000000000004,34.378151260504204,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 00:30:00,VIC1,90.56,0.09056,0.0,0.0,0.0,0.0,0.0,0.0,40.910000000000004,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 00:35:00,VIC1,90.56,0.09056,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 00:40:00,VIC1,90.99279,0.09099279,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 00:45:00,VIC1,81.69672,0.08169672,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 00:50:00,VIC1,82.24103,0.08224102999999999,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 00:55:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:00:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:05:00,VIC1,75.4,0.07540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:10:00,VIC1,75.4,0.07540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:15:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:20:00,VIC1,81.68,0.08168,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:25:00,VIC1,79.70699,0.07970699,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:30:00,VIC1,75.4,0.07540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:35:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:40:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:45:00,VIC1,81.63,0.08163,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:50:00,VIC1,81.63,0.08163,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 01:55:00,VIC1,81.63,0.08163,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 02:00:00,VIC1,72.00002,0.07200002000000001,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 02:05:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 02:10:00,VIC1,89.89105,0.08989105000000001,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
2026-08-01 02:15:00,VIC1,80.5,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,40.91,40.91,34.3781512605042,0.0,0.0,0.0,1.8855404149054116,0.0,17.63602251075905,idle,0.157796451914099,2026-08-01
